ID,text,cue,emotion,emotion,cause
408, رواية خيالية أفرطت في استعمال  [MASK]  ، فالدنيا لا تحتوي من يعيش كل هذا الظلم,حزن,الحزن,Sadness,الظلم
409, رواية رتيبة  [MASK]   جدا حين وصلت لصفحاتها الأخيرة,فرح,الفرح,Joy,رواية رتيبة
410, رواية كنت بسبب تديني السطحي وقتها  [MASK]   اقراها,خاف,الخوف,Fear,تديني السطحي
411, رواية مغلفة ب [MASK]   تعرض ملاحم تاريخية حقيقية و أبطالها شياطين وسحرة,رعب,الخوف,Fear,أبطالها شياطين وسحرة
412, رواية من أول صفحة لآخرها دماء وقتل وتعذيب أصابتني حالة من  [MASK]   بعد الانتهاء منها,اشمئزاز,الاشمئزاز,Disgust,دماء وقتل وتعذيب
413, زرنا المطعم و  [MASK]   ان الاسعار كانت رمزية مقارنة بالطعم و الخدمات,فاجأ,المفاجأة,Surprise,الاسعار كانت رمزية مقارنة بالطعم و الخدمات
414, زوجي كلما رأى الجار القاتل [MASK]  تحول إلى شخص آخر تماماً  يلفظ النيران من فمه فيحرق بها من أمامه,غضب,الغضب,Anger,الجار القاتل
415, سادت الرواية العديد من الأحداث  [MASK]   حول الجن و العفاريت,رعب,الخوف,Fear,الجن و العفاريت
416, سبب  [MASK]  ه وهجومه على الرواية هو الالفاظ النابية التي بها,حنق,الغضب,Anger,الالفاظ النابية
417,  تحول نهار المدينة الى ليل .. ستجد نفسك  [MASK]   في كل طفل صغير وهو يحلم بعالم مختلف,فجأة,المفاجأة,Surprise,حول نهار المدينة الى ليل
418, ستحس  [MASK]   انك بدأت كتاب أخر عندما ينتقل الكاتب من نوع ادبي لأخر في نفس الكتاب,فجأة,المفاجأة,Surprise,ينتقل الكاتب من نوع ادبي لأخر في نفس الكتاب
419, سلطعون  [MASK]   لانه وجد النقود,فرح,الفرح,Joy,وجد النقود
420, سمعت النساء من بعيد صوت جدال حاد فاندفعت  [MASK]   تستطلع الخبر عبر النوافذ,فجأة,المفاجأة,Surprise,صوت جدال حاد
421, سوء المعاملة والاستغلال الذي يتعرض له الأطفال في المراكز التعليمية يثير  [MASK]  ، ويدفعني للعمل على حمايتهم,حنق,الغضب,Anger,سوء المعاملة والاستغلال
422, سوف  [MASK]   المرء اذا لم توصله المبادئ التي يعيش بها الى أحلامه,حزن,الحزن,Sadness,لم توصله المبادئ التي يعيش بها الى أحلامه
423, سوف  [MASK]   وتموت أيضا كيف لمصر والمصريين ان يعيشوا وسط هذا الفساد,حزن,الحزن,Sadness,الفساد
424, سوف أعطي هذا الكاتب الفارغ فرصة أخري يمكنني فيها أن أقلل من هذا  [MASK]   تجاهه,سخط,الغضب,Anger,هذا الكاتب الفارغ
425, سيطر عليه شره وبات مصدر  [MASK]   لمن حوله,رعب,الخوف,Fear,شره
426, سيظهر امامك  [MASK]   وخاصة فى نهاية الرواية عندما تتكشف الحقائق,رعب,الخوف,Fear,تتكشف الحقائق
427, شخصية نجيب الأهواني  [MASK]   ظهرت في أخر مئة صفحة في الرواية,فجأة,المفاجأة,Surprise,ظهرت في أخر مئة صفحة
428, شراشف السرير و المناشف في مراب السيارات مرمية على الارض منظرها جدا  [MASK]  ,قزز,الاشمئزاز,Disgust,المناشف في مراب السيارات مرمية على الارض
429, شعر الجندي ب [MASK]   لان أخيه ثري و هو لا,غضب,الغضب,Anger,لان أخيه ثري و هو لا
430, شعر جيكل بالام فظيعة و  [MASK]   اكتشف أنه قد تحول الى هايد,فجأة,المفاجأة,Surprise,اكتشف أنه قد تحول الى هايد
431, شعر عمر ب [MASK]   لأنه اب لم يستطع ان يكون كغيره من الاباء,حزن,الحزن,Sadness,لم يستطع ان يكون كغيره من الاباء
432, شعرت أني كمن يشرب عصيرا لذيذا ثم  [MASK]   بقطع فاكهة حامضة تسيء لطعم المشروب,فاجأ,المفاجأة,Surprise,قطع فاكهة حامضة تسيء لطعم المشروب
433, شعرت ب [MASK]   أكثر من جمانة ... تلك التي تبقي نفسها معلقة على أحلام رجل لا يفهم معنى الشعور الآدمي في الحب,غضب,الغضب,Anger,تبقي نفسها معلقة على أحلام رجل
434, شعرت ب [MASK]   الشديد عندما وجدت بعض الديدان في الطعام ومن الواضح أنني أكلت بعضها,القرف,الاشمئزاز,Disgust,وجدت بعض الديدان في الطعام
435, شعرت ب [MASK]   عميق، لأن هذه الكاتبة من شدة ألمها ويأسها، تعجز عن رصف الحروف التي تعبر عن ألمها,حزن,الحزن,Sadness,تعجز عن رصف الحروف التي تعبر عن ألمها
436, شعرت ب [MASK]   فالرواية تعبر عن حياة الصحراء و تناقش فكرة الرهينة عند الاقباط,حزن,الحزن,Sadness,تناقش فكرة الرهينة عند الاقباط
437, الفندق متسخ جدا شعرت ب [MASK]   كبير ..لا اشعر حتى معه بالرغبة في الاستفاضة في تقييم,قزز,الاشمئزاز,Disgust,الفندق متسخ جدا
438, شعرت ب [MASK]   كثيرا خصوصا تجاه ندي وحسان كلاهما كان خائنا,غضب,الغضب,Anger,كلاهما كان خائنا
439, شعرت ب [MASK]   لان إبراهيم لم يعلمه الصلاه الصحيحة ولهذا لا يوجد مجال الى لومه على شيء ابدا,غضب,الغضب,Anger,لم يعلمه الصلاه الصحيحة
440, شعرت ب [MASK]   مع نعيم لتقلص العائلة العتيقة لتصير شخصا واحدا لا يدري مايفعله بحياة مفجعة كتلك,حزن,الحزن,Sadness,تقلص العائلة العتيقة لتصير شخصا واحدا
441, شعرت ب [MASK]   من شخصية سمية و كيف تفرط في مكانتها بهذه الطريقة,اشمئزاز,الاشمئزاز,Disgust,تفرط في مكانتها
442, شعرت ب [MASK]   يتفجر على نصوصه الطوييييلة وأعني كل نصوصه حرفيا,غضب,الغضب,Anger,نصوصه الطوييييلة
443, شعرت بالرضا التام عندما قمت بزيارة هذا المطعم الراقي وكانت التجربة  [MASK]  ,سعيد,الفرح,Joy,زيارة هذا المطعم الراقي
444, شعرت بنوع من عدم الرضا على الواقع و [MASK]   في كتابته للنهاية..وهذا ماجعلني أضع تقييما كهذا,غضب,الغضب,Anger,عدم الرضا على الواقع
445, شعرنا ب [MASK]   لأن الموت كان  مصير الكثير منهم في كل يوم من ايام العمل,حزن,الحزن,Sadness,الموت كان  مصير الكثير منهم
446, شعوري بعد الانتهاء من هذه الرواية أنني لن اكتب اية مراجعة  [MASK]   من هضم حقها,خوف,الخوف,Fear,هضم حقها
447, شق المودودي غمار عاصفة الفتنة الكبرى العاتية، فتمخض عنها أحداث  [MASK]   مائجة,هائج,الغضب,Anger,غمار عاصفة الفتنة الكبرى
448, شكرا يالله على عدد نعمك شكرا يالله على شعور  [MASK]  ,فرح,الفرح,Joy,عدد نعمك
449, شهر رمضان أياما معدودات  [MASK]   يدخل من هنا...ويخرج من هناك,فجأة,المفاجأة,Surprise,يدخل من هنا...ويخرج من هناك
450, صاحبني شعور  [MASK]   كلما تقلص عدد صفحات الرواية,حزن,الحزن,Sadness,تقلص عدد صفحات الرواية
451, صارت المدينة ذكورية [MASK]  وبدون معنى داخلي,فجأة,المفاجأة,Surprise,صارت المدينة ذكورية
452, صبي يقال أنه القاتل [MASK]  ظهر دون مقدمات واختفي في نفس الفصل,فجأة,المفاجأة,Surprise,ظهر دون مقدمات واختفي في نفس الفصل
453, صدفة أخرى جمعتني بها اليوم .. وكم كنت  [MASK]  ,سعيد,الفرح,Joy,صدفة أخرى جمعتني بها اليوم
454, صدقا  [MASK]   جدا لأنني قرأت الرواية، لغة قوية، سرد متقن جدا، حبكة ناضجة,سعيد,الفرح,Joy, لغة قوية، سرد متقن جدا
455, صرت  [MASK]   أن أطيل النوم كي لا يذهب الجميع، وأبقى وحدي,خاف,الخوف,Fear,يذهب الجميع، وأبقى وحدي
456, صمت قليلا عندمت بدأت بالصراخ وظهر على وجهه  [MASK]   ثم تمالك نفسه سريعا واستعاد هدوءه,غضب,الغضب,Anger,الصراخ
457, ضمير وديع [MASK]  استيقظ عندما طلب منه تصوير فيلمه بطريقة فاشلة,فجأة,المفاجأة,Surprise,طلب منه تصوير فيلمه بطريقة فاشلة
458, ضننته سيرة ذاتية، لكن  [MASK]  ظهر ان الكتاب رسالة تروي قصة فتاة البرتقال,فاجأ,المفاجأة,Surprise,ظهر ان الكتاب رسالة
459, طالما تذمرت من حياتها و  [MASK]   حتى تمنت الموت أحيانا,سخط,الغضب,Anger,طالما تذمرت من حياتها
460, طرح الكاتب لموضوع الغزو الثقافي و الإعلامي في قالب الفنتازيتا أثار  [MASK]  ي,اشمئزاز,الاشمئزاز,Disgust,الغزو الثقافي و الإعلامي
461, طلب المدير من الجميع مغادرة المدرسة كنا  [MASK]   باننا انتهينا مم العمل باكرا,سعد,الفرح,Joy,انتهينا مم العمل باكرا
462, طلبت جناح لغير المدخنين و  [MASK]   بالغرفة تملؤها رائحة الدخان,فاجأ,المفاجأة,Surprise,الغرفة تملؤها رائحة الدخان
463, طلبت سرير للاطفال بعمر عشر سنوات. و [MASK]   بوجود سرير عادي لفرد واحد,فاجأ,المفاجأة,Surprise,وجود سرير عادي لفرد واحد
